5.0000000000000004e-06,1.6589551582012834e+00,4.8529940718421685e+03
5.0000000000000004e-06,1.6581305862968854e+00,4.8529941083756066e+03
5.0000000000000004e-06,1.6576052567364401e+00,4.8529944414461870e+03
5.0000000000000004e-06,1.6575952225634139e+00,4.8529944407676276e+03
5.0000000000000004e-06,1.6575656201782756e+00,4.8529944602189044e+03
5.0000000000000004e-06,1.6575525497600230e+00,4.8529944692350555e+03
5.0000000000000004e-06,1.6575403370235195e+00,4.8529944749074521e+03
5.0000000000000004e-06,1.6574912116282923e+00,4.8529945044625038e+03
5.0000000000000004e-06,1.6574420395438203e+00,4.8529944358305102e+03
5.0000000000000004e-06,1.6574408871637663e+00,4.8529944355537691e+03
5.0000000000000004e-06,1.6589557072047689e+00,4.8529940721866633e+03
5.0000000000000004e-06,1.6589651077018754e+00,4.8529940737368197e+03
5.0000000000000004e-06,1.6589654552586230e+00,4.8529940700418883e+03
5.0000000000000004e-06,1.6589637387330047e+00,4.8529940696896338e+03
5.0000000000000004e-06,1.6592182608820598e+00,4.8529940295523202e+03
5.0000000000000004e-06,1.7359996865264988e+00,4.8530419584799038e+03
5.0000000000000004e-06,1.7359997962817921e+00,4.8530419589169951e+03
5.0000000000000004e-06,1.7360016169567838e+00,4.8530419602511884e+03
5.0000000000000004e-06,1.7360034629836028e+00,4.8530419665827394e+03
5.0000000000000004e-06,1.7360057437019192e+00,4.8530419667855249e+03
5.0000000000000004e-06,1.7360050707389438e+00,4.8530419672556882e+03
5.0000000000000004e-06,1.7360064877992156e+00,4.8530419678207527e+03
5.0000000000000004e-06,1.7360050394167044e+00,4.8530419712502517e+03
5.0000000000000004e-06,1.7360086346355639e+00,4.8530419649100495e+03
5.0000000000000004e-06,1.7360096261612974e+00,4.8530419647716863e+03
5.0000000000000004e-06,1.7360074821534297e+00,4.8530419659593472e+03
5.0000000000000004e-06,1.7360124452200631e+00,4.8530419652141900e+03
5.0000000000000004e-06,1.7360147563983681e+00,4.8530419652981291e+03
5.0000000000000004e-06,1.7360223000662480e+00,4.8530419771140732e+03
5.0000000000000004e-06,1.7360272612139231e+00,4.8530419739054596e+03
5.0000000000000004e-06,1.7360282209233091e+00,4.8530419712659914e+03
5.0000000000000004e-06,1.7718425740562860e+00,4.8530596910517934e+03
5.0000000000000004e-06,1.7718751034408804e+00,4.8530596882706086e+03
5.0000000000000004e-06,1.7722742747178144e+00,4.8530591167514549e+03
5.0000000000000004e-06,1.7722753112342264e+00,4.8530591148252852e+03
5.0000000000000004e-06,1.7722788988338216e+00,4.8530591166448994e+03
5.0000000000000004e-06,1.7722792519428057e+00,4.8530591167615385e+03
5.0000000000000004e-06,1.7722793620285870e+00,4.8530591164671268e+03
5.0000000000000004e-06,1.7722786851716925e+00,4.8530591173241819e+03
5.0000000000000004e-06,1.7722805408030406e+00,4.8530591159791311e+03
5.0000000000000004e-06,1.7722847331824427e+00,4.8530591168920473e+03
5.0000000000000004e-06,1.7722853684687252e+00,4.8530591167457778e+03
5.0000000000000004e-06,1.7722864434918426e+00,4.8530591204118882e+03
5.0000000000000004e-06,1.7722879252577872e+00,4.8530591218220397e+03
5.0000000000000004e-06,1.7722886058109308e+00,4.8530591223461470e+03
5.0000000000000004e-06,1.7722929040692976e+00,4.8530591227125860e+03
5.0000000000000004e-06,1.7722928182134785e+00,4.8530591210554421e+03
5.0000000000000004e-06,1.7757576773762169e+00,4.8530599038670134e+03
5.0000000000000004e-06,1.7757572049924828e+00,4.8530599018460434e+03
5.0000000000000004e-06,1.7757580328629805e+00,4.8530599035883142e+03
5.0000000000000004e-06,1.7761183026718375e+00,4.8530600233713594e+03
5.0000000000000004e-06,1.7766867639471946e+00,4.8530600860937175e+03
5.0000000000000004e-06,1.7766862761244491e+00,4.8530600869794271e+03
5.0000000000000004e-06,1.7766859833084487e+00,4.8530600877130846e+03
5.0000000000000004e-06,1.7766892738045585e+00,4.8530600852122434e+03
5.0000000000000004e-06,1.7766940085207512e+00,4.8530600924698028e+03
5.0000000000000004e-06,1.7766961307149698e+00,4.8530600954557176e+03
5.0000000000000004e-06,1.7767324557761850e+00,4.8530600867033891e+03
5.0000000000000004e-06,1.7771200921537462e+00,4.8530599563568285e+03
5.0000000000000004e-06,1.7771221355154898e+00,4.8530599586918597e+03
5.0000000000000004e-06,1.7771236353195707e+00,4.8530599582444465e+03
5.0000000000000004e-06,1.7771256384584169e+00,4.8530599595511667e+03
5.0000000000000004e-06,1.7773303579607642e+00,4.8530600272046750e+03
5.0000000000000004e-06,1.7773300105573597e+00,4.8530600283194190e+03
5.0000000000000004e-06,1.7773359697293138e+00,4.8530600273508508e+03
5.0000000000000004e-06,1.7777323689608089e+00,4.8530596551611861e+03
5.0000000000000004e-06,1.7778124948742733e+00,4.8530596517489676e+03
5.0000000000000004e-06,1.7778222575820322e+00,4.8530596431326967e+03
5.0000000000000004e-06,1.7778246183769595e+00,4.8530596426946340e+03
5.0000000000000004e-06,1.7779538461040376e+00,4.8530596472662819e+03
5.0000000000000004e-06,1.7779539977487757e+00,4.8530596461778523e+03
5.0000000000000004e-06,1.7779582980578894e+00,4.8530596459439330e+03
5.0000000000000004e-06,1.7779612077548432e+00,4.8530596431979275e+03
